  x,y,z,rho,u,v,w,p
    -0.570567,      0.570567,      0.100000,      0.667975,    243.134628,    243.177902,      0.000000,  46507.414062
    -0.559250,      0.581651,      0.100000,      0.667779,    247.853012,    238.326889,      0.000000,  46496.585938
    -0.547721,      0.592524,      0.100000,      0.667733,    252.465790,    233.389145,      0.000000,  46500.359375
    -0.535981,      0.603165,      0.100000,      0.667574,    256.982758,    228.369568,      0.000000,  46493.144531
    -0.524039,      0.613564,      0.100000,      0.667450,    261.385590,    223.254623,      0.000000,  46489.324219
    -0.511885,      0.623741,      0.100000,      0.667396,    265.682251,    218.068329,      0.000000,  46492.304688
    -0.499549,      0.633666,      0.100000,      0.667274,    269.896301,    212.809052,      0.000000,  46488.679688
    -0.487003,      0.643359,      0.100000,      0.667084,    274.014252,    207.458115,      0.000000,  46478.433594
    -0.474284,      0.652790,      0.100000,      0.666929,    278.009644,    202.025589,      0.000000,  46471.601562
    -0.461373,      0.661978,      0.100000,      0.666863,    281.914703,    196.534042,      0.000000,  46473.378906
    -0.448291,      0.670914,      0.100000,      0.666602,    285.740265,    190.964462,      0.000000,  46456.308594
    -0.435028,      0.679579,      0.100000,      0.666331,    289.429535,    185.298340,      0.000000,  46438.078125
    -0.421603,      0.687990,      0.100000,      0.666273,    292.990265,    179.588470,      0.000000,  46440.570312
    -0.408017,      0.696140,      0.100000,      0.666072,    296.478607,    173.839844,      0.000000,  46429.226562
    -0.394270,      0.704017,      0.100000,      0.665732,    299.886993,    168.009354,      0.000000,  46404.398438
    -0.380371,      0.711622,      0.100000,      0.665395,    303.189301,    162.096024,      0.000000,  46379.835938
    -0.366321,      0.718955,      0.100000,      0.665065,    306.380341,    156.119049,      0.000000,  46355.996094
    -0.352140,      0.726005,      0.100000,      0.664684,    309.445923,    150.085037,      0.000000,  46327.101562
    -0.337817,      0.732773,      0.100000,      0.664366,    312.382996,    144.006653,      0.000000,  46304.222656
    -0.323364,      0.739269,      0.100000,      0.664032,    315.218781,    137.898163,      0.000000,  46279.835938
    -0.308789,      0.745472,      0.100000,      0.663590,    317.971832,    131.740448,      0.000000,  46244.941406
    -0.294093,      0.751392,      0.100000,      0.663063,    320.631958,    125.520050,      0.000000,  46201.847656
    -0.279277,      0.757020,      0.100000,      0.662462,    323.166962,    119.252586,      0.000000,  46151.507812
    -0.264360,      0.762356,      0.100000,      0.661972,    325.604553,    112.966652,      0.000000,  46111.843750
    -0.249341,      0.767409,      0.100000,      0.661273,    327.994019,    106.643997,      0.000000,  46052.003906
    -0.234232,      0.772150,      0.100000,      0.660331,    330.283386,    100.248528,      0.000000,  45968.578125
    -0.219022,      0.776598,      0.100000,      0.659513,    332.443054,     93.821053,      0.000000,  45897.035156
    -0.203731,      0.780753,      0.100000,      0.658666,    334.538513,     87.387695,      0.000000,  45822.726562
    -0.188370,      0.784606,      0.100000,      0.657502,    336.574982,     80.903694,      0.000000,  45717.796875
    -0.172928,      0.788147,      0.100000,      0.656270,    338.503082,     74.357193,      0.000000,  45606.203125
    -0.157416,      0.791394,      0.100000,      0.655048,    340.321350,     67.786377,      0.000000,  45495.636719
    -0.141852,      0.794329,      0.100000,      0.653703,    342.031647,     61.196739,      0.000000,  45373.144531
    -0.126229,      0.796962,      0.100000,      0.652368,    343.639679,     54.574368,      0.000000,  45251.699219
    -0.110555,      0.799291,      0.100000,      0.650860,    345.109314,     47.904976,      0.000000,  45113.589844
    -0.094841,      0.801299,      0.100000,      0.649482,    346.363800,     41.194569,      0.000000,  44988.097656
    -0.079086,      0.803013,      0.100000,      0.648351,    347.341675,     34.474285,      0.000000,  44886.410156
    -0.063311,      0.804406,      0.100000,      0.647539,    347.907776,     27.752474,      0.000000,  44815.621094
    -0.047506,      0.805495,      0.100000,      0.647574,    347.854340,     21.035463,      0.000000,  44826.839844
    -0.031681,      0.806271,      0.100000,      0.648875,    346.820435,     14.372851,      0.000000,  44961.457031
    -0.015845,      0.806745,      0.100000,      0.651870,    343.943848,      8.278387,      0.000000,  45262.972656
     0.000000,      0.806897,      0.100000,      0.659989,    338.855286,      3.854768,      0.000000,  46069.769531
     0.017670,      0.807067,      0.100000,      0.673438,    333.001099,      1.857024,      0.000000,  47405.039062
     0.037110,      0.807257,      0.100000,      0.686933,    328.078247,      1.680824,      0.000000,  48750.929688
     0.058490,      0.807467,      0.100000,      0.697689,    324.680420,      2.116883,      0.000000,  49827.710938
     0.082010,      0.807707,      0.100000,      0.704989,    322.726593,      2.466221,      0.000000,  50559.140625
     0.107880,      0.807957,      0.100000,      0.709290,    321.920715,      2.625076,      0.000000,  50986.429688
     0.136340,      0.808237,      0.100000,      0.711345,    321.994598,      2.719155,      0.000000,  51179.933594
     0.167640,      0.808547,      0.100000,      0.711614,    322.732330,      2.832429,      0.000000,  51176.429688
     0.202080,      0.808877,      0.100000,      0.710901,    323.990173,      2.966132,      0.000000,  51040.585938
     0.239950,      0.809257,      0.100000,      0.710041,    325.697113,      3.072312,      0.000000,  50837.898438
     0.281620,      0.809657,      0.100000,      0.709503,    326.993988,      3.122858,      0.000000,  50684.265625
    -0.813793,     -0.239970,      0.100000,      0.751676,      0.056920,    310.260681,      0.000000,  54407.683594
    -0.813793,     -0.202090,      0.100000,      0.751898,      0.085216,    310.260773,      0.000000,  54430.148438
    -0.813793,     -0.167650,      0.100000,      0.752248,      0.133240,    310.276520,      0.000000,  54465.691406
    -0.813793,     -0.136340,      0.100000,      0.752591,      0.198443,    310.348419,      0.000000,  54500.496094
    -0.813793,     -0.107880,      0.100000,      0.752813,      0.294850,    310.538544,      0.000000,  54523.128906
    -0.813793,     -0.082010,      0.100000,      0.752760,      0.441410,    310.935303,      0.000000,  54518.085938
    -0.813793,     -0.058490,      0.100000,      0.752194,      0.654654,    311.668976,      0.000000,  54461.503906
    -0.813793,     -0.037110,      0.100000,      0.750712,      0.970863,    312.947327,      0.000000,  54312.933594
    -0.813793,     -0.017670,      0.100000,      0.747691,      1.606225,    315.115692,      0.000000,  54010.976562
    -0.813793,      0.000000,      0.100000,      0.742103,      3.137656,    318.499481,      0.000000,  53454.726562
    -0.813640,      0.015980,      0.100000,      0.733182,      6.316464,    322.907501,      0.000000,  52571.433594
    -0.813163,      0.031951,      0.100000,      0.721890,     11.339724,    327.547394,      0.000000,  51459.574219
    -0.812380,      0.047912,      0.100000,      0.710266,     17.648106,    331.639191,      0.000000,  50321.277344
    -0.811281,      0.063852,      0.100000,      0.699912,     24.561367,    334.809448,      0.000000,  49313.039062
    -0.809876,      0.079762,      0.100000,      0.691560,     31.655910,    336.972290,      0.000000,  48504.476562
    -0.808148,      0.095651,      0.100000,      0.685345,     38.751167,    338.192780,      0.000000,  47906.859375
    -0.806123,      0.111500,      0.100000,      0.681031,     45.804859,    338.601105,      0.000000,  47495.820312
    -0.803773,      0.127307,      0.100000,      0.678248,     52.809414,    338.311646,      0.000000,  47234.371094
    -0.801119,      0.143065,      0.100000,      0.676736,     59.733559,    337.446442,      0.000000,  47096.828125
    -0.798158,      0.158761,      0.100000,      0.676155,     66.551826,    336.139282,      0.000000,  47049.839844
    -0.794883,      0.174406,      0.100000,      0.676232,     73.258675,    334.515503,      0.000000,  47066.722656
    -0.791312,      0.189980,      0.100000,      0.676680,     79.872391,    332.685638,      0.000000,  47119.625000
    -0.787426,      0.205473,      0.100000,      0.677255,     86.403381,    330.703247,      0.000000,  47184.843750
    -0.783236,      0.220894,      0.100000,      0.677879,     92.835007,    328.615967,      0.000000,  47254.652344
    -0.778749,      0.236233,      0.100000,      0.678444,     99.191032,    326.490417,      0.000000,  47318.539062
    -0.773968,      0.251473,      0.100000,      0.678790,    105.521034,    324.331055,      0.000000,  47361.164062
    -0.768872,      0.266619,      0.100000,      0.678939,    111.819656,    322.102081,      0.000000,  47384.445312
    -0.763491,      0.281664,      0.100000,      0.678979,    118.069008,    319.809814,      0.000000,  47396.960938
    -0.757814,      0.296607,      0.100000,      0.678867,    124.286995,    317.456604,      0.000000,  47394.664062
    -0.751843,      0.311428,      0.100000,      0.678629,    130.486221,    315.014313,      0.000000,  47380.140625
    -0.745587,      0.326128,      0.100000,      0.678312,    136.654221,    312.458832,      0.000000,  47357.828125
    -0.739036,      0.340705,      0.100000,      0.677974,    142.771317,    309.783234,      0.000000,  47333.527344
    -0.732210,      0.355149,      0.100000,      0.677640,    148.837738,    306.993622,      0.000000,  47309.574219
    -0.725100,      0.369452,      0.100000,      0.677286,    154.863235,    304.079956,      0.000000,  47283.687500
    -0.717704,      0.383622,      0.100000,      0.676941,    160.839920,    301.030823,      0.000000,  47258.714844
    -0.710034,      0.397639,      0.100000,      0.676628,    166.760025,    297.846588,      0.000000,  47236.898438
    -0.702089,      0.411504,      0.100000,      0.676350,    172.613235,    294.521240,      0.000000,  47218.476562
    -0.693871,      0.425207,      0.100000,      0.676130,    178.366913,    291.053986,      0.000000,  47205.648438
    -0.685387,      0.438747,      0.100000,      0.676016,    184.019730,    287.476227,      0.000000,  47203.070312
    -0.676648,      0.452123,      0.100000,      0.675903,    189.611664,    283.800903,      0.000000,  47200.730469
    -0.667636,      0.465317,      0.100000,      0.675752,    195.142548,    279.999847,      0.000000,  47194.656250
    -0.658369,      0.478338,      0.100000,      0.675642,    200.584061,    276.080170,      0.000000,  47192.582031
    -0.648857,      0.491166,      0.100000,      0.675553,    205.941864,    272.061096,      0.000000,  47192.429688
    -0.639082,      0.503819,      0.100000,      0.675454,    211.224411,    267.938416,      0.000000,  47191.386719
    -0.629072,      0.516260,      0.100000,      0.675351,    216.419586,    263.707184,      0.000000,  47189.992188
    -0.618809,      0.528518,      0.100000,      0.675271,    221.521591,    259.379730,      0.000000,  47190.742188
    -0.608320,      0.540562,      0.100000,      0.675187,    226.544724,    254.964066,      0.000000,  47191.085938
    -0.597588,      0.552403,      0.100000,      0.675061,    231.486786,    250.447586,      0.000000,  47187.367188
    -0.586623,      0.564030,      0.100000,      0.674952,    236.341064,    245.837524,      0.000000,  47185.300781
    -0.575443,      0.575443,      0.100000,      0.674817,    241.115479,    241.136841,      0.000000,  47180.703125
    -0.564030,      0.586623,      0.100000,      0.674659,    245.795273,    236.332535,      0.000000,  47173.882812
    -0.552403,      0.597588,      0.100000,      0.674541,    250.372437,    231.438583,      0.000000,  47170.953125
    -0.540562,      0.608320,      0.100000,      0.674410,    254.851624,    226.460083,      0.000000,  47166.671875
    -0.528518,      0.618809,      0.100000,      0.674285,    259.223358,    221.391556,      0.000000,  47163.000000
    -0.516260,      0.629072,      0.100000,      0.674180,    263.488739,    216.247787,      0.000000,  47161.277344
    -0.503819,      0.639082,      0.100000,      0.674059,    267.664032,    211.028397,      0.000000,  47157.984375
    -0.491166,      0.648857,      0.100000,      0.673908,    271.745453,    205.723602,      0.000000,  47151.722656
    -0.478338,      0.658369,      0.100000,      0.673747,    275.714020,    200.340820,      0.000000,  47144.523438
    -0.465317,      0.667636,      0.100000,      0.673605,    279.584747,    194.892242,      0.000000,  47139.089844
    -0.452123,      0.676648,      0.100000,      0.673409,    283.369690,    189.367035,      0.000000,  47128.546875
    -0.438747,      0.685387,      0.100000,      0.673186,    287.035736,    183.757675,      0.000000,  47115.242188
    -0.425207,      0.693871,      0.100000,      0.673012,    290.578491,    178.095749,      0.000000,  47106.621094
    -0.411504,      0.702089,      0.100000,      0.672804,    294.032837,    172.385513,      0.000000,  47094.664062
    -0.397639,      0.710034,      0.100000,      0.672523,    297.403717,    166.602615,      0.000000,  47075.742188
    -0.383622,      0.717704,      0.100000,      0.672200,    300.675171,    160.744705,      0.000000,  47052.695312
    -0.369452,      0.725100,      0.100000,      0.671859,    303.838867,    154.822998,      0.000000,  47027.839844
    -0.355149,      0.732210,      0.100000,      0.671495,    306.884094,    148.843613,      0.000000,  47000.742188
    -0.340705,      0.739036,      0.100000,      0.671137,    309.806641,    142.817444,      0.000000,  46974.171875
    -0.326128,      0.745587,      0.100000,      0.670764,    312.622253,    136.755371,      0.000000,  46946.089844
    -0.311428,      0.751843,      0.100000,      0.670333,    315.347260,    130.647232,      0.000000,  46912.285156
    -0.296607,      0.757814,      0.100000,      0.669834,    317.981140,    124.482422,      0.000000,  46872.019531
    -0.281664,      0.763491,      0.100000,      0.669266,    320.503845,    118.272842,      0.000000,  46824.792969
    -0.266619,      0.768872,      0.100000,      0.668677,    322.926025,    112.038597,      0.000000,  46775.601562
    -0.251473,      0.773968,      0.100000,      0.667992,    325.281708,    105.766541,      0.000000,  46717.054688
    -0.236233,      0.778749,      0.100000,      0.667168,    327.549561,     99.434525,      0.000000,  46644.914062
    -0.220894,      0.783236,      0.100000,      0.666295,    329.705292,     93.069092,      0.000000,  46568.007812
    -0.205473,      0.787426,      0.100000,      0.665367,    331.781311,     86.688431,      0.000000,  46485.605469
    -0.189980,      0.791312,      0.100000,      0.664287,    333.790039,     80.263802,      0.000000,  46388.578125
    -0.174406,      0.794883,      0.100000,      0.663094,    335.704590,     73.787430,      0.000000,  46280.570312
    -0.158761,      0.798158,      0.100000,      0.661838,    337.516083,     67.283401,      0.000000,  46166.308594
    -0.143065,      0.801119,      0.100000,      0.660498,    339.220673,     60.759029,      0.000000,  46044.039062
    -0.127307,      0.803773,      0.100000,      0.659121,    340.817780,     54.206203,      0.000000,  45918.039062
    -0.111500,      0.806123,      0.100000,      0.657682,    342.280640,     47.616001,      0.000000,  45786.195312
    -0.095651,      0.808148,      0.100000,      0.656302,    343.547119,     40.996284,      0.000000,  45660.109375
    -0.079762,      0.809876,      0.100000,      0.655126,    344.550842,     34.371956,      0.000000,  45553.691406
    -0.063852,      0.811281,      0.100000,      0.654311,    345.169708,     27.766134,      0.000000,  45482.234375
    -0.047912,      0.812380,      0.100000,      0.654222,    345.208038,     21.213282,      0.000000,  45481.160156
    -0.031951,      0.813163,      0.100000,      0.655448,    344.360138,     14.784391,      0.000000,  45608.148438
    -0.015980,      0.813640,      0.100000,      0.658682,    342.027466,      8.881126,      0.000000,  45931.882812
     0.000000,      0.813793,      0.100000,      0.665289,    337.883942,      4.357644,      0.000000,  46588.843750
     0.017670,      0.813963,      0.100000,      0.675463,    332.805939,      1.903629,      0.000000,  47601.242188
     0.037110,      0.814153,      0.100000,      0.686883,    328.166168,      1.236103,      0.000000,  48741.382812
     0.058490,      0.814363,      0.100000,      0.697069,    324.751282,      1.426312,      0.000000,  49761.519531
     0.082010,      0.814603,      0.100000,      0.704570,    322.713074,      1.784769,      0.000000,  50513.433594
     0.107880,      0.814853,      0.100000,      0.709135,    321.859100,      2.078464,      0.000000,  50968.257812
     0.136340,      0.815133,      0.100000,      0.711235,    321.920685,      2.322352,      0.000000,  51167.714844
     0.167640,      0.815443,      0.100000,      0.711511,    322.661163,      2.555459,      0.000000,  51166.714844
     0.202080,      0.815773,      0.100000,      0.710776,    323.932434,      2.769905,      0.000000,  51029.839844
     0.239950,      0.816153,      0.100000,      0.709954,    325.670776,      2.919697,      0.000000,  50829.710938
     0.281620,      0.816553,      0.100000,      0.709522,    326.997742,      2.987813,      0.000000,  50684.660156
    -0.820690,     -0.239970,      0.100000,      0.751701,      0.082585,    310.245789,      0.000000,  54410.183594
    -0.820690,     -0.202090,      0.100000,      0.751920,      0.123665,    310.239349,      0.000000,  54432.378906
    -0.820690,     -0.167650,      0.100000,      0.752272,      0.193563,    310.241913,      0.000000,  54468.035156
    -0.820690,     -0.136340,      0.100000,      0.752625,      0.288039,    310.292633,      0.000000,  54503.910156
    -0.820690,     -0.107880,      0.100000,      0.752868,      0.424826,    310.449646,      0.000000,  54528.683594
    -0.820690,     -0.082010,      0.100000,      0.752855,      0.629452,    310.795654,      0.000000,  54527.566406
    -0.820690,     -0.058490,      0.100000,      0.752369,      0.939999,    311.452393,      0.000000,  54478.859375
    -0.820690,     -0.037110,      0.100000,      0.751041,      1.427129,    312.598236,      0.000000,  54345.648438
    -0.820690,     -0.017670,      0.100000,      0.748287,      2.269237,    314.477020,      0.000000,  54069.660156
    -0.820690,      0.000000,      0.100000,      0.743392,      3.851766,    317.302338,      0.000000,  53580.945312
    -0.820535,      0.016116,      0.100000,      0.735962,      6.735301,    320.998352,      0.000000,  52843.152344
    -0.820054,      0.032222,      0.100000,      0.726490,     11.207482,    325.066376,      0.000000,  51908.347656
    -0.819264,      0.048318,      0.100000,      0.716267,     17.009651,    328.862091,      0.000000,  50905.296875
    -0.818157,      0.064393,      0.100000,      0.706693,     23.641113,    331.933014,      0.000000,  49971.101562
    -0.816739,      0.080439,      0.100000,      0.698680,     30.661812,    334.083496,      0.000000,  49193.941406
    -0.814997,      0.096462,      0.100000,      0.692563,     37.797779,    335.310333,      0.000000,  48604.812500
    -0.812954,      0.112444,      0.100000,      0.688263,     44.923649,    335.714813,      0.000000,  48194.636719
    -0.810585,      0.128386,      0.100000,      0.685497,     51.991516,    335.422699,      0.000000,  47934.964844
    -0.807908,      0.144277,      0.100000,      0.683960,     58.967873,    334.564728,      0.000000,  47795.402344
    -0.804922,      0.160107,      0.100000,      0.683338,     65.829559,    333.272095,      0.000000,  47745.101562
    -0.801620,      0.175884,      0.100000,      0.683342,     72.565315,    331.666626,      0.000000,  47755.742188
    -0.798018,      0.191590,      0.100000,      0.683713,     79.181816,    329.852966,      0.000000,  47802.039062
    -0.794099,      0.207214,      0.100000,      0.684240,     85.693657,    327.897858,      0.000000,  47863.347656
    -0.789874,      0.222766,      0.100000,      0.684790,     92.102837,    325.847015,      0.000000,  47926.640625
    -0.785349,      0.238235,      0.100000,      0.685266,     98.424934,    323.744507,      0.000000,  47982.578125
    -0.780527,      0.253604,      0.100000,      0.685587,    104.695885,    321.602692,      0.000000,  48023.191406
    -0.775389,      0.268879,      0.100000,      0.685731,    110.929329,    319.404572,      0.000000,  48046.492188
    -0.769961,      0.284052,      0.100000,      0.685733,    117.121559,    317.141357,      0.000000,  48055.742188
    -0.764236,      0.299120,      0.100000,      0.685608,    123.279533,    314.807343,      0.000000,  48052.542969
    -0.758215,      0.314067,      0.100000,      0.685377,    129.411697,    312.385132,      0.000000,  48038.941406
    -0.751906,      0.328891,      0.100000,      0.685073,    135.515259,    309.855103,      0.000000,  48018.242188
    -0.745299,      0.343592,      0.100000,      0.684738,    141.577332,    307.206421,      0.000000,  47994.382812
    -0.738416,      0.358159,      0.100000,      0.684397,    147.591934,    304.438232,      0.000000,  47970.003906
    -0.731244,      0.372583,      0.100000,      0.684055,    153.562622,    301.545258,      0.000000,  47945.578125
    -0.723786,      0.386873,      0.100000,      0.683721,    159.484756,    298.520996,      0.000000,  47921.964844
    -0.716052,      0.401009,      0.100000,      0.683411,    165.350128,    295.363068,      0.000000,  47900.703125
    -0.708039,      0.414992,      0.100000,      0.683140,    171.150070,    292.068817,      0.000000,  47883.234375
    -0.699751,      0.428810,      0.100000,      0.682921,    176.864944,    288.639496,      0.000000,  47870.847656
    -0.691196,      0.442465,      0.100000,      0.682765,    182.487061,    285.091553,      0.000000,  47864.464844
    -0.682382,      0.455954,      0.100000,      0.682638,    188.034088,    281.437408,      0.000000,  47860.960938
    -0.673294,      0.469260,      0.100000,      0.682509,    193.513412,    277.669342,      0.000000,  47857.359375
    -0.663949,      0.482391,      0.100000,      0.682390,    198.912659,    273.787842,      0.000000,  47854.679688
    -0.654356,      0.495328,      0.100000,      0.682284,    204.229980,    269.801331,      0.000000,  47853.210938
    -0.644499,      0.508088,      0.100000,      0.682182,    209.467697,    265.712372,      0.000000,  47852.156250
    -0.634403,      0.520636,      0.100000,      0.682081,    214.621384,    261.520081,      0.000000,  47851.164062
    -0.624053,      0.532997,      0.100000,      0.681985,    219.686493,    257.229980,      0.000000,  47850.593750
    -0.613476,      0.545143,      0.100000,      0.681887,    224.668106,    252.848251,      0.000000,  47849.917969
    -0.602652,      0.557084,      0.100000,      0.681773,    229.568604,    248.370407,      0.000000,  47847.617188
    -0.591594,      0.568810,      0.100000,      0.681650,    234.382858,    243.799545,      0.000000,  47844.441406
    -0.580320,      0.580320,      0.100000,      0.681515,    239.113235,    239.137177,      0.000000,  47840.152344
    -0.568810,      0.591594,      0.100000,      0.681370,    243.753464,    234.377563,      0.000000,  47834.746094
    -0.557084,      0.602652,      0.100000,      0.681232,    248.295547,    229.526596,      0.000000,  47830.089844
    -0.545143,      0.613476,      0.100000,      0.681099,    252.738068,    224.589890,      0.000000,  47825.859375
    -0.532997,      0.624053,      0.100000,      0.680970,    257.078064,    219.566483,      0.000000,  47822.093750
    -0.520636,      0.634403,      0.100000,      0.680848,    261.313995,    214.464355,      0.000000,  47818.859375
    -0.508088,      0.644499,      0.100000,      0.680719,    265.453430,    209.285660,      0.000000,  47814.984375
    -0.495328,      0.654356,      0.100000,      0.680574,    269.497986,    204.027222,      0.000000,  47809.621094
    -0.482391,      0.663949,      0.100000,      0.680416,    273.438629,    198.691971,      0.000000,  47802.839844
    -0.469260,      0.673294,      0.100000,      0.680250,    277.278839,    193.285767,      0.000000,  47795.316406
    -0.455954,      0.682382,      0.100000,      0.680063,    281.024628,    187.806976,      0.000000,  47785.777344
    -0.442465,      0.691196,      0.100000,      0.679857,    284.663544,    182.252319,      0.000000,  47774.312500
    -0.428810,      0.699751,      0.100000,      0.679652,    288.188599,    176.635986,      0.000000,  47762.910156
    -0.414992,      0.708039,      0.100000,      0.679429,    291.614685,    170.964890,      0.000000,  47749.765625
    -0.401009,      0.716052,      0.100000,      0.679163,    294.950287,    165.229919,      0.000000,  47732.363281
    -0.386873,      0.723786,      0.100000,      0.678851,    298.190063,    159.426422,      0.000000,  47710.550781
    -0.372583,      0.731244,      0.100000,      0.678510,    301.325714,    153.559250,      0.000000,  47685.777344
    -0.358159,      0.738416,      0.100000,      0.678149,    304.349152,    147.634079,      0.000000,  47659.046875
    -0.343592,      0.745299,      0.100000,      0.677777,    307.256805,    141.658524,      0.000000,  47631.226562
    -0.328891,      0.751906,      0.100000,      0.677385,    310.055359,    135.642105,      0.000000,  47601.390625
    -0.314067,      0.758215,      0.100000,      0.676949,    312.756226,    129.582977,      0.000000,  47567.218750
    -0.299120,      0.764236,      0.100000,      0.676455,    315.364227,    123.474464,      0.000000,  47527.437500
    -0.284052,      0.769961,      0.100000,      0.675900,    317.871765,    117.321449,      0.000000,  47481.515625
    -0.268879,      0.775389,      0.100000,      0.675287,    320.281006,    111.135834,      0.000000,  47429.976562
    -0.253604,      0.780527,      0.100000,      0.674596,    322.609070,    104.915031,      0.000000,  47370.804688
    -0.238235,      0.785349,      0.100000,      0.673806,    324.853394,     98.646965,      0.000000,  47301.878906
    -0.222766,      0.789874,      0.100000,      0.672932,    327.001556,     92.341064,      0.000000,  47224.679688
    -0.207214,      0.794099,      0.100000,      0.671977,    329.062988,     86.010941,      0.000000,  47139.632812
    -0.191590,      0.798018,      0.100000,      0.670914,    331.048004,     79.645981,      0.000000,  47044.007812
    -0.175884,      0.801620,      0.100000,      0.669740,    332.947113,     73.238892,      0.000000,  46937.546875
    -0.160107,      0.804922,      0.100000,      0.668478,    334.750122,     66.801178,      0.000000,  46822.445312
    -0.144277,      0.807908,      0.100000,      0.667137,    336.449463,     60.340416,      0.000000,  46699.695312
    -0.128386,      0.810585,      0.100000,      0.665740,    338.038239,     53.855991,      0.000000,  46571.429688
    -0.112444,      0.812954,      0.100000,      0.664307,    339.494141,     47.346382,      0.000000,  46439.789062
    -0.096462,      0.814997,      0.100000,      0.662916,    340.767883,     40.818245,      0.000000,  46312.070312
    -0.080439,      0.816739,      0.100000,      0.661694,    341.791656,     34.293289,      0.000000,  46200.867188
    -0.064393,      0.818157,      0.100000,      0.660822,    342.454803,     27.804651,      0.000000,  46123.523438
    -0.048318,      0.819264,      0.100000,      0.660591,    342.576935,     21.414621,      0.000000,  46108.421875
    -0.032222,      0.820054,      0.100000,      0.661525,    341.892029,     15.242873,      0.000000,  46206.773438
    -0.016116,      0.820535,      0.100000,      0.664351,    340.003662,      9.595867,      0.000000,  46490.417969
     0.000000,      0.820690,      0.100000,      0.669864,    336.675049,      5.016994,      0.000000,  47039.398438
     0.017670,      0.820860,      0.100000,      0.678150,    332.397034,      2.076473,      0.000000,  47864.945312
     0.037110,      0.821050,      0.100000,      0.687907,    328.191589,      0.830638,      0.000000,  48839.609375
     0.058490,      0.821260,      0.100000,      0.697165,    324.887238,      0.705503,      0.000000,  49767.054688
     0.082010,      0.821500,      0.100000,      0.704379,    322.814392,      1.049789,      0.000000,  50490.484375
     0.107880,      0.821750,      0.100000,      0.708954,    321.907501,      1.485047,      0.000000,  50946.765625
     0.136340,      0.822030,      0.100000,      0.711089,    321.934296,      1.893357,      0.000000,  51150.664062
     0.167640,      0.822340,      0.100000,      0.711377,    322.654327,      2.260964,      0.000000,  51152.265625
     0.202080,      0.822670,      0.100000,      0.710626,    323.912201,      2.570658,      0.000000,  51015.257812
     0.239950,      0.823050,      0.100000,      0.709799,    325.639832,      2.774712,      0.000000,  50815.890625
     0.281620,      0.823450,      0.100000,      0.709391,    326.961090,      2.864683,      0.000000,  50673.765625
    -0.827586,     -0.239970,      0.100000,      0.751731,      0.105283,    310.229889,      0.000000,  54413.222656
    -0.827586,     -0.202090,      0.100000,      0.751948,      0.158571,    310.217682,      0.000000,  54435.160156
    -0.827586,     -0.167650,      0.100000,      0.752300,      0.248954,    310.208252,      0.000000,  54470.882812
    -0.827586,     -0.136340,      0.100000,      0.752665,      0.370200,    310.238922,      0.000000,  54507.910156
    -0.827586,     -0.107880,      0.100000,      0.752934,      0.543883,    310.364105,      0.000000,  54535.304688
    -0.827586,     -0.082010,      0.100000,      0.752964,      0.800463,    310.660400,      0.000000,  54538.570312
    -0.827586,     -0.058490,      0.100000,      0.752548,      1.187955,    311.237061,      0.000000,  54496.839844
    -0.827586,     -0.037110,      0.100000,      0.751365,      1.792504,    312.244019,      0.000000,  54377.984375
    -0.827586,     -0.017670,      0.100000,      0.748946,      2.774718,    313.861237,      0.000000,  54135.257812
    -0.827586,      0.000000,      0.100000,      0.744768,      4.417155,    316.233276,      0.000000,  53717.316406
    -0.827431,      0.016251,      0.100000,      0.738554,      7.142224,    319.328827,      0.000000,  53098.820312
    -0.826946,      0.032493,      0.100000,      0.730586,     11.238441,    322.826599,      0.000000,  52310.585938
    -0.826149,      0.048723,      0.100000,      0.721736,     16.617544,    326.226929,      0.000000,  51440.160156
    -0.825032,      0.064934,      0.100000,      0.713117,     22.939413,    329.090454,      0.000000,  50597.367188
    -0.823602,      0.081115,      0.100000,      0.705627,     29.810848,    331.161346,      0.000000,  49869.578125
    -0.821846,      0.097273,      0.100000,      0.699734,     36.920811,    332.370544,      0.000000,  49300.937500
    -0.819786,      0.113389,      0.100000,      0.695500,     44.081173,    332.775940,      0.000000,  48896.554688
    -0.817397,      0.129464,      0.100000,      0.692741,     51.197201,    332.493195,      0.000000,  48637.289062
    -0.814697,      0.145490,      0.100000,      0.691172,     58.217083,    331.653992,      0.000000,  48494.882812
    -0.811687,      0.161452,      0.100000,      0.690492,     65.113182,    330.388580,      0.000000,  48439.363281
    -0.808356,      0.177362,      0.100000,      0.690416,     71.871094,    328.815887,      0.000000,  48442.796875
    -0.804723,      0.193200,      0.100000,      0.690697,     78.490585,    327.035339,      0.000000,  48480.933594
    -0.800772,      0.208956,      0.100000,      0.691138,     84.985802,    325.116760,      0.000000,  48534.648438
    -0.796512,      0.224638,      0.100000,      0.691605,     91.369598,    323.106201,      0.000000,  48590.523438
    -0.791949,      0.240237,      0.100000,      0.692005,     97.658020,    321.036469,      0.000000,  48639.496094
    -0.787086,      0.255736,      0.100000,      0.692274,    103.878914,    318.920074,      0.000000,  48675.652344
    -0.781905,      0.271139,      0.100000,      0.692393,    110.052933,    316.749420,      0.000000,  48696.851562
    -0.776431,      0.286439,      0.100000,      0.692374,    116.187271,    314.512787,      0.000000,  48704.437500
